logFC	AveExpr	t	P.Value	adj.P.Val	B
HIST1H4E	0.191037352941176	10.0392122222222	1.09355156640955	0.283481716587228	0.496027183729123	-5.45511615751382
GLIS1	-0.101332117647059	5.3735937037037	-1.09352337239681	0.283493874302675	0.496027183729123	-5.45514496129591
CYB5D2	0.146285647058825	4.97862222222222	1.0933331148178	0.283575926189371	0.496138659634902	-5.45533931596526
TRGV3 /// TRGV5	-0.136088294117646	5.19645222222222	-1.09326066940526	0.283607173989515	0.4961612410764	-5.45541331333118
ACSM5	-0.0782075294117632	3.54620777777778	-1.09316699320848	0.283647582885164	0.496199845590369	-5.4555089896573
CEP104	0.122940470588233	6.81332703703704	1.0929684185295	0.283733255201499	0.496286322403303	-5.45571177945198
PP13	-0.109074294117649	6.28694740740741	-1.09296736968811	0.283733707758742	0.496286322403303	-5.45571285046765
ADM	0.350404470588238	8.78999296296296	1.09284752782885	0.283785420878766	0.496334190940077	-5.45583521980673
SAXO1	-0.0754345882352965	3.82628185185185	-1.09279719257578	0.283807143117141	0.496334190940077	-5.45588661298234
LINC01416	-0.124376294117647	2.44311	-1.09275128802448	0.283826954315707	0.496334190940077	-5.45593348044907
PHKA1	0.112456764705882	4.83547888888889	1.0927338867494	0.283834464506986	0.496334190940077	-5.4559512462715
MIR17HG	-0.225470882352942	2.58180814814815	-1.09258254788262	0.28389978661261	0.496416329096008	-5.45610574471152
GPR82	-0.138343588235294	3.42069222222222	-1.09226641219935	0.284036274271751	0.496616704561058	-5.45642841745798
ARHGAP8	-0.120629294117648	4.99412777777778	-1.09223208654677	0.2840510967645	0.496616704561058	-5.45646344776482
SP3	0.316070764705882	7.26420148148148	1.09216547089489	0.284079864290102	0.496634902984093	-5.45653142806723
ARHGEF6	-0.17125994117647	6.28256333333333	-1.09206925563257	0.284121417880639	0.496675450501264	-5.45662960765624
CD52	-0.160183764705883	5.62921444444444	-1.09191286085768	0.284188971144119	0.496761440126047	-5.45678917852292
PWWP2A	-0.148190647058822	7.26113222222222	-1.09162492659876	0.284313371634408	0.496911239270028	-5.45708290560769
DNAJB8-AS1	-0.092933647058822	4.17195777777778	-1.09157842677031	0.284333465285624	0.496911239270028	-5.45713033431015
MYO16	-0.090891058823531	5.0304237037037	-1.09151596851298	0.284360456537532	0.496911239270028	-5.4571940373207
LOC101927282	-0.0846165882352941	1.75100111111111	-1.09147454895661	0.284378356951244	0.496911239270028	-5.4572362805063
TTTY7	-0.135839588235295	3.97875962962963	-1.09143058269675	0.284397358861053	0.496911239270028	-5.4572811194346
LOC101927989	-0.116797176470588	4.60823296296296	-1.09134023815962	0.284436407980937	0.496911239270028	-5.45737325200538
ZNF614	-0.193654	5.5343062962963	-1.09131847446343	0.284445815354745	0.496911239270028	-5.45739544539163
FZD9	-0.12971682352941	5.52481555555556	-1.09127756617009	0.284463498595612	0.496911239270028	-5.45743716026093
USP43	-0.132480999999999	5.11468296296296	-1.09122547291202	0.28448601784526	0.496911239270028	-5.45749027855779
P3H2	0.39120288235294	5.00496407407407	1.09122543909175	0.284486032465743	0.496911239270028	-5.45749031304279
SLC39A8	0.466515941176471	7.89754074074074	1.09121656486484	0.284489868807531	0.496911239270028	-5.45749936165666
ARRDC2	0.135734705882352	5.70410740740741	1.09117202994474	0.284509121878582	0.496911239270028	-5.45754477071499
NCOR1P1	-0.0669036470588238	2.40533851851852	-1.09116199001918	0.284513462407714	0.496911239270028	-5.45755500747189
NHLRC3	-0.182428705882353	9.00049851851852	-1.09095693861581	0.284602121964914	0.497017707345194	-5.45776406005605
PUM3	0.244372176470584	7.62565703703704	1.09093602059803	0.284611167547109	0.497017707345194	-5.45778538423101
PNOC	-0.220210529411763	4.66751407407407	-1.09082848514755	0.284657672358368	0.49704088229662	-5.45789500176065
OAZ3	0.240809882352939	6.08410296296296	1.09082036210173	0.28466118547322	0.49704088229662	-5.4579032816822
CTF1	-0.11104305882353	6.67988	-1.09077399361127	0.28468123985259	0.497043816993175	-5.45795054458237
LOC100130713 /// NUMBL	-0.088591000000001	6.02164851851852	-1.090713009409	0.28470761706385	0.49705779004913	-5.45801270232494
LINC00280	-0.107875823529413	3.61156481481481	-1.09051093907759	0.28479503005482	0.497153737820053	-5.45821863847761
LOC105374042	0.0856021764705883	1.60969333333333	1.09050100016194	0.284799329993988	0.497153737820053	-5.4582287666359
LOC101927247	-0.132995764705884	4.44431407407407	-1.0904028596367	0.284841791667971	0.497195776758417	-5.45832877128529
EIF3G	-0.139900411764707	6.65932444444444	-1.09034599176547	0.284866398299717	0.49720664602903	-5.45838671556698
TBC1D27	-0.0988727058823526	5.05529518518519	-1.09028736224181	0.284891768782575	0.497218847039112	-5.45844645195558
SNORD124	0.176589529411766	4.87464	1.09020969978803	0.284925377778181	0.49724542414395	-5.45852557607799
SCN9A	-0.284534647058825	3.43460444444444	-1.09012722536398	0.284961072284691	0.49727563717233	-5.45860959709779
TRAK1	0.173099588235297	7.29160037037037	1.08984208504483	0.285084504117429	0.497428564940802	-5.458900039742
ZNF283	0.114699470588235	4.34016481481481	1.08983982538065	0.285085482435391	0.497428564940802	-5.4589023411485
HTR3D	-0.0978628823529419	3.13290037037037	-1.08968597934979	0.285152095455975	0.497512704693649	-5.45905901889295
LINC00685	-0.13837741176471	6.00834851851852	-1.08957258688587	0.285201199793005	0.497566287682211	-5.45917448553849
CEBPD	-0.183133058823527	9.03259	-1.089303411343	0.285317789762377	0.497711840748778	-5.45944854088908
CHRM5	-0.0889275882352951	5.09048444444444	-1.08928318156741	0.285326553405358	0.497711840748778	-5.45946913490484
NUFIP2	-0.125066352941176	7.72234148148148	-1.08921977765815	0.285354021548553	0.497711840748778	-5.45953367814691
MIR4697HG	-0.428381411764705	5.89684962962963	-1.08921007983368	0.285358223052401	0.497711840748778	-5.45954354993316
CASP2	0.276555647058824	7.32622037037037	1.08912426499442	0.28539540355754	0.497744597836282	-5.45963090063873
COPZ1	-0.14616176470588	10.4284177777778	-1.08902352950283	0.285439053054192	0.497788632234528	-5.45973343101391
HR	-0.237214470588233	7.11361925925926	-1.08894665519819	0.285472366508185	0.497814636677588	-5.45981166921837
SH3GL1P1	-0.178898411764705	5.25202074074074	-1.08887717913954	0.28550247631866	0.497835051525873	-5.45988237357572
IGH /// IGHA2 /// IGHG4 /// IGHV4-31 /// IGHV4-59 /// IGHV4-61	-0.128750764705884	3.5874862962963	-1.08865691658104	0.285597949544731	0.497950999955761	-5.4601065030033
ZBTB39	0.115949588235294	2.2590937037037	1.08863884037559	0.285605785720597	0.497950999955761	-5.46012489470986
C18orf15	-0.132322529411764	4.80923518518519	-1.08853649656676	0.285650155448619	0.4979874699686	-5.46022901955885
OSGEPL1	0.174034352941176	5.83612481481481	1.08850567057527	0.285663520588967	0.4979874699686	-5.46026038024717
TCEAL3 /// TCEAL6	0.327204176470588	5.13686555555556	1.08841121994772	0.285704474062237	0.498026769271967	-5.46035646412889
METTL21A	0.253814823529412	5.27918666666667	1.08833936534201	0.285735632778733	0.498048990846024	-5.4604295561516
GALNT14	-0.117315235294116	5.30336814814815	-1.0881914865962	0.285799765889808	0.498106632153707	-5.46057996765789
DHRS7C	-0.15639905882353	4.18586148148148	-1.08817820135358	0.285805528030824	0.498106632153707	-5.46059347952611
NIP7	0.186364647058824	6.0993762962963	1.08805857534356	0.285857416542893	0.498164970193799	-5.4607151393793
ZNF165	-0.189974999999999	5.11301888888889	-1.08785760392374	0.285944604232338	0.498284812786215	-5.46091950013166
FAM229B	-0.107573176470589	4.32472925925926	-1.0876062650929	0.286053669540841	0.498380426757651	-5.46117502917096
PWAR5 /// SNORD64	-0.547029588235294	4.12325703703704	-1.08759581650406	0.286058204215383	0.498380426757651	-5.46118565078561
MOSPD3	-0.207856117647059	6.70402037037037	-1.08757145529236	0.286068777149799	0.498380426757651	-5.46121041505017
TCTN1	-0.100483117647059	6.99193814814815	-1.08754033201539	0.286082285272324	0.498380426757651	-5.46124205251977
TNNI1	-0.100739588235296	5.92911962962963	-1.0874971896566	0.286101010667351	0.498380426757651	-5.46128590627173
SMCO4	0.186124058823529	7.50569777777778	1.08747645321372	0.286110011368709	0.498380426757651	-5.46130698408103
DKFZp686M1136	0.144923058823528	4.17356814814815	1.08727764607743	0.286196314306371	0.498459100827182	-5.46150904536512
ENO3	-0.120245117647057	6.14330888888889	-1.08726678096099	0.286201031429258	0.498459100827182	-5.46152008735258
ZFYVE1	0.159303882352942	7.24565555555556	1.08721748061681	0.286222436017238	0.498459100827182	-5.46157018897988
CCDC57	-0.164419000000001	5.81736407407407	-1.08720263806643	0.286228880387751	0.498459100827182	-5.46158527236092
TSACC	-0.129986411764705	3.4538962962963	-1.08703870321358	0.286300064849701	0.498500925073666	-5.46175185464976
LOC105375361	-0.161510705882352	5.29610592592593	-1.08702598979338	0.28630558584976	0.498500925073666	-5.46176477242359
LOC100126448	-0.0676192941176472	1.97538111111111	-1.08702001726687	0.28630817953828	0.498500925073666	-5.46177084090393
FAM150A	0.37915105882353	2.82095925925926	1.08695815529124	0.286335045316855	0.498515616289842	-5.46183369495313
OR56A3	-0.116874235294117	4.47099148148148	-1.08679987940765	0.28640379046099	0.498550712141945	-5.46199449420363
MAGEE2	-0.131659823529413	3.21991592592593	-1.0867886275075	0.286408678030086	0.498550712141945	-5.46200592467605
EFR3A	0.294313588235296	9.17635444444444	1.08677396893361	0.286415045469739	0.498550712141945	-5.46202081572525
LOC101929626	-0.141245352941176	3.06955925925926	-1.0867379779827	0.286430679765265	0.498550712141945	-5.46205737669007
ABCC4	-0.136996764705884	5.67869222222222	-1.08669960322406	0.286447350244797	0.498550712141945	-5.46209635799737
TMEM220	0.129143941176469	4.90747814814815	1.08660887910709	0.286486764693835	0.498587233562636	-5.46218851108902
HORMAD2	0.0975418823529415	1.71854074074074	1.08650892892895	0.286530191810366	0.498630733281057	-5.46229002741666
CIDEA	-0.098137764705883	5.09338444444444	-1.08637109927261	0.286590084780012	0.498702880063611	-5.46243000276439
LOC102724788 /// PRODH	-0.163576294117646	5.94352148148148	-1.08629340958633	0.286623848249618	0.498729551865226	-5.46250889474646
ECRP	0.755793294117646	5.71306814814815	1.08620363062708	0.286662869171673	0.498765367689227	-5.46260005666599
LINC01093	-0.0703849999999997	1.86423148148148	-1.08609351655187	0.286710733575457	0.49881656471048	-5.46271185753937
NBR2	0.235684764705882	6.36580888888889	1.08583768653211	0.286821959773681	0.498977984295666	-5.46297156652218
XRCC6	-0.141081999999997	8.27693740740741	-1.08550722819733	0.28696567728446	0.499188130788761	-5.46330695255888
FAM207A	-0.117037176470589	7.09902407407407	-1.08547507913115	0.286979661763523	0.499188130788761	-5.46333957604089
COL4A5	-0.147311294117646	3.93400555555556	-1.08536258368593	0.287028599824073	0.499217807106138	-5.46345372459927
SLC2A6	-0.0759102352941179	5.59483333333333	-1.08535102033549	0.287033630479405	0.499217807106138	-5.46346545725927
APBB3	-0.211053647058826	7.84804962962963	-1.08519895305835	0.287099793446577	0.499300778676748	-5.46361974045733
LOC100132249 /// LOC105376060	-0.13295223529412	7.64987666666667	-1.08512246586489	0.287133076369584	0.499326560937901	-5.46369733474872
NR1I3	-0.124474294117646	5.2834637037037	-1.08503311305412	0.287171961162671	0.499362080952149	-5.46378797454452
CLIC3	-0.125655588235295	6.58159148148148	-1.08494936673736	0.287208409508688	0.499393359945303	-5.46387292089753
PRKCQ-AS1	0.236618529411764	5.61400296296296	1.08482317831985	0.287263335861501	0.499456762113589	-5.46400090619864
C12orf65	-0.0819919411764705	5.32688555555556	-1.08447965779606	0.287412898779293	0.499638946077737	-5.46434924937516
LGALS8	-0.108549588235295	8.71402703703704	-1.08440233275651	0.287446572406724	0.499638946077737	-5.46442764606289
RBM17	-0.166785588235296	9.31039814814815	-1.08438472528588	0.287454240527488	0.499638946077737	-5.464445496841
CENPBD1P1 /// RPL23AP79	0.159009235294116	7.76841407407407	1.08435279520894	0.287468146569286	0.499638946077737	-5.46447786746506
C9orf57	-0.0809729411764706	2.06284296296296	-1.08428332439246	0.287498403836497	0.499638946077737	-5.46454829377602
LINC00898	-0.0909274117647065	2.24144259259259	-1.08427302101551	0.287502891554466	0.499638946077737	-5.46455873851316
CHST5	-0.167482294117646	6.00408481481481	-1.0842352229848	0.287519355214817	0.499638946077737	-5.46459705434779
LOC283701	-0.186244294117649	6.45895592592593	-1.08423158507705	0.287520939810992	0.499638946077737	-5.46460074202763
COPG1	0.173356941176468	9.93903333333333	1.08420080909947	0.287534345428737	0.499638946077737	-5.46463193861443
DNAJC25-GNG10	0.137017058823528	5.21033	1.08404208193514	0.287603491988484	0.499725429344715	-5.46479282221221
TYW5	0.259951705882349	8.1074337037037	1.08400175689723	0.287621060731081	0.499725429344715	-5.46483369166583
PBX2	-0.136323411764706	7.44770925925926	-1.08394761502424	0.287644650368955	0.499734319040586	-5.46488856230462
SPATA31A1	-0.0907955294117651	3.68810555555556	-1.08381177680929	0.287703841196495	0.499802980824961	-5.46502621790913
LINC00616	0.179372235294117	3.22151592592593	1.0837329368871	0.287738199273961	0.499802980824961	-5.46510610540007
CACNG2	-0.114911411764706	5.84474962962963	-1.08368978991563	0.287757003762282	0.499802980824961	-5.46514982342737
LOC100506563	0.284756764705882	3.3807137037037	1.08368733359034	0.287758074314238	0.499802980824961	-5.46515231221455
PHGDH	-0.407161411764706	7.34153888888889	-1.08331316588094	0.287921182691074	0.500054175279849	-5.46553136453203
TIGD4	-0.108846647058823	4.90349407407407	-1.08309085390135	0.288018124765732	0.500190428912023	-5.46575652200264
HHLA2	-0.199411764705879	9.40217555555556	-1.0830156755556	0.288050912526849	0.500215257778682	-5.46583265303285
SHOX2	0.245994941176471	3.0853162962963	1.08296730408029	0.28807201032893	0.500219784544465	-5.46588163493155
TMEM75	0.201740529411764	7.76932518518518	1.08288350158515	0.288108564397993	0.500247274200057	-5.46596649023473
ROR1-AS1	-0.0922605882352938	1.86288	-1.08284622442844	0.288124825495752	0.500247274200057	-5.46600423377294
PRTFDC1	0.23177264705882	6.01248407407407	1.08255389883936	0.288252366829412	0.500422851915534	-5.46630017549632
SYT7	-0.422681823529411	8.30603	-1.08252964813717	0.288262949186743	0.500422851915534	-5.46632472290187
LOC101928682	-0.139369000000002	5.66411185185185	-1.08244177479591	0.288301297074285	0.500457308037317	-5.46641366714513
ENAH	0.265497470588233	7.14275592592593	1.08234020895095	0.288345624882268	0.500477217417245	-5.46651646253186
PLXNB3 /// SRPK3	0.104904588235293	6.08578296296296	1.08233071774646	0.288349767509433	0.500477217417245	-5.4665260681847
SNORD12B	-0.157096294117649	5.17060148148148	-1.08214251406277	0.288431921530717	0.500556580023394	-5.466716525382
ZNF479	-0.08581917647059	3.2541562962963	-1.08214119074736	0.288432499238676	0.500556580023394	-5.46671786443524
MSRB3	-0.154293882352941	4.78792	-1.08201621990082	0.288487060348611	0.500619151744859	-5.46684431477621
SHROOM3	0.230193764705884	8.17977518518519	1.081844319389	0.288562122498166	0.500665085476996	-5.46701822854068
LINC00240 /// LOC102723561 /// LOC105379020 /// LOC105379021 /// LOC105379623	-0.0690900588235297	1.53038814814815	-1.08183532413949	0.288566050749715	0.500665085476996	-5.46702732844409
TARM1	-0.123631352941177	3.70281296296296	-1.081828450148	0.288569052667356	0.500665085476996	-5.46703428236337
OR1G1	-0.0926778823529411	3.08009074074074	-1.08166664890192	0.288639718753082	0.50074114024215	-5.46719795328926
CAHM	0.129440176470588	2.25987962962963	1.08157605675998	0.288679289900143	0.50074114024215	-5.46728958247955
YIPF1	0.129520058823529	7.29610333333333	1.08156400254027	0.288684555540359	0.50074114024215	-5.46730177415994
RNF10	0.0835848235294145	7.11608851851852	1.0815585675305	0.288686929735937	0.50074114024215	-5.46730727110736
MOB1B	-0.151088000000003	6.27045148148148	-1.08141475516867	0.288749756866902	0.500796320850695	-5.46745271318006
EIF4A1	-0.170938470588236	7.40519592592593	-1.08138532683342	0.288762614385161	0.500796320850695	-5.46748247282216
LOC105373300	-0.132589352941177	5.79367518518518	-1.08135862848815	0.288774279496895	0.500796320850695	-5.46750947109875
LOC100506530	-0.0754041764705879	1.9302837037037	-1.08127504472054	0.288810801302989	0.500804553990533	-5.46759398990951
LOC105375166	0.226793058823529	2.58635037037037	1.0812272417787	0.288831690204269	0.500804553990533	-5.46764232493104
MIDN	0.184561588235296	10.2150955555556	1.08122066326733	0.288834564962306	0.500804553990533	-5.46764897651272
PASD1	-0.106480823529411	2.57202148148148	-1.08106339609911	0.288903295537426	0.500891620257543	-5.46780797948982
FAM230C	0.206983294117648	2.27750518518519	1.08095832595817	0.288949220885193	0.5009391388994	-5.46791419753118
KDELR3	-0.171318647058823	5.6472262962963	-1.08075029791692	0.289040163635678	0.500974412258101	-5.4681244704292
WDR47	0.282799588235294	3.51611	1.0807234545477	0.289051900120302	0.500974412258101	-5.46815160077099
DYNLL2	-0.133272941176475	10.7632925925926	-1.08072076850333	0.289053074533929	0.500974412258101	-5.46815431549694
LOC105369271 /// NPIPB6 /// NPIPB9	-0.0938827647058824	6.30641037037037	-1.08070444123089	0.289060213346416	0.500974412258101	-5.4681708169791
KLRK1	-0.137035294117647	3.85914148148148	-1.08068783885579	0.289067472571129	0.500974412258101	-5.46818759626533
ASF1B	-0.113370588235292	6.61769148148148	-1.08065763157468	0.289080680738909	0.500974412258101	-5.4682181248233
ADAM15	-0.176143117647057	6.34213592592593	-1.08044710244678	0.28917274674333	0.501101860540681	-5.46843087139843
NME4	-0.184853882352941	7.76706148148148	-1.08028297605114	0.289244534921556	0.501194155694206	-5.46859670018148
BCL2L2	-0.0875452352941188	9.27328407407408	-1.08022255553652	0.289270965781513	0.501207850273585	-5.46865774159718
TGFBR3L	-0.133264000000001	5.81641296296296	-1.08010132973036	0.289324000994615	0.501244166549951	-5.46878020373644
PSORS1C3	-0.243009470588235	5.11162296296296	-1.08004103184751	0.289350383354044	0.501244166549951	-5.46884111188905
LOC105373113	-0.0918234705882361	3.72817777777778	-1.08001087660602	0.289363577931065	0.501244166549951	-5.46887157116191
LOC101927759 /// NQO2	0.192497235294119	5.31409703703704	1.07994963619858	0.289390375293174	0.501244166549951	-5.46893342661245
COQ7	0.110241117647059	4.64282592592593	1.07992479118847	0.289401247387808	0.501244166549951	-5.46895852022801
SLAMF1	-0.218690176470587	6.05547481481481	-1.07992055966345	0.289403099118131	0.501244166549951	-5.46896279404208
MPV17L2	-0.100043294117646	4.36194222222222	-1.0797148855314	0.289493112989289	0.501367970075945	-5.46917050516576
NCR3LG1	0.235471588235295	5.52879111111111	1.07950916339341	0.289583167755115	0.501491828571242	-5.46937822854924
DDX10	0.168091647058824	7.70993851851852	1.07916583354054	0.289733504523409	0.501683547499548	-5.46972481760023
SPG20-AS1	-0.111185235294118	2.96983851851852	-1.07912132204915	0.289752999205908	0.501683547499548	-5.4697697442458
FGF18	0.270062705882355	5.74244851851852	1.07912068259661	0.2897532792735	0.501683547499548	-5.46977038965009
LOC100129636	0.0719225294117645	3.55476444444444	1.07908694667203	0.289768055215158	0.501683547499548	-5.46980443907782
SERPINC1	-0.0583919411764704	1.5738162962963	-1.07898330698923	0.289813451533568	0.501717349609326	-5.46990903577508
BAK1	0.146842882352943	6.39079037037037	1.07894489469239	0.289830278193976	0.501717349609326	-5.46994780043745
LINC00520	-0.140986588235291	5.38870333333333	-1.07891535593849	0.289843218235049	0.501717349609326	-5.46997760929846
EDN2	-0.0944796470588258	5.26988518518518	-1.07887088912957	0.289862698582073	0.501718966155367	-5.47002248131036
NDUFB11	-0.171631529411764	9.9515462962963	-1.07879418030802	0.289896305931698	0.501745033145508	-5.47009988516059
NLRP13	-0.0989884117647053	4.57381703703704	-1.07874765401072	0.289916691186829	0.501748213805009	-5.47014683056005
UBE2H	0.127077352941177	9.32953333333333	1.07856687720135	0.289995907262034	0.501853203892819	-5.47032921819017
C16orf96	-0.109209588235295	5.09290259259259	-1.07843268982701	0.290054717862489	0.501922870057957	-5.47046458315444
ECSCR	-0.206960470588236	4.39998444444444	-1.07837388984523	0.290080490928802	0.501935361430596	-5.47052389428992
LOC102724993 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA7 /// NPIPA8	-0.183876235294113	9.22589592592593	-1.07810052125635	0.290200334531198	0.502110613990276	-5.47079960042124
RCAN2	-0.239424352941179	5.60349666666667	-1.07783162427764	0.290318252070396	0.502282511832204	-5.471070734276
CXADR /// CXADRP2 /// LOC100288929 /// LOC102723478	-0.296202705882354	6.76838	-1.07770265530762	0.290374820004927	0.502348252911255	-5.4712007541309
PPP5D1	-0.121710705882354	5.35647666666667	-1.07762698137144	0.290408015491601	0.502373553848241	-5.47127703805411
GLRA2	-0.245771117647058	2.50029777777778	-1.07758068988821	0.290428323259658	0.502376558655941	-5.47132370026281
AKR1B10	0.317631411764706	3.43766185185185	1.07751745243689	0.290456066740152	0.50239242438968	-5.47138744118555
IPP	-0.147121411764706	7.62691	-1.07744065128334	0.290489763404628	0.502418584465315	-5.47146484919384
IL20RB	-0.0820738235294103	5.11014111111111	-1.07731787041536	0.290543639523961	0.502465563840408	-5.47158858973802
C7orf61	-0.101720117647058	5.5889	-1.07729409220812	0.290554074196196	0.502465563840408	-5.47161255230744
KIAA1217	0.266438294117648	7.95870555555556	1.07715939334434	0.290613189578708	0.502504043618011	-5.47174828640523
POLR3D	0.154409058823531	7.16459148148148	1.07703271843793	0.290668791265037	0.502504043618011	-5.47187592069807
SYNGAP1 /// ZBTB9	-0.0708808235294116	6.30016666666667	-1.07702148676422	0.290673721571624	0.502504043618011	-5.47188723677277
CXorf38	-0.236746411764708	6.99406555555556	-1.07701573981615	0.290676244301028	0.502504043618011	-5.47189302686478
IL23A /// TRBV19	-0.0869435294117631	4.54409222222222	-1.07700822178715	0.290679544502688	0.502504043618011	-5.47190060129102
ZNF295-AS1	-0.167826411764704	6.22509148148148	-1.07698946503707	0.290687778300246	0.502504043618011	-5.47191949853565
LINC01521	-0.116785529411763	5.74593962962963	-1.07693698579511	0.290710816403183	0.502511757529643	-5.47197236926428
SH3KBP1	-0.203575058823528	9.87629888888889	-1.07681366877613	0.290764957003055	0.50257322962409	-5.47209659692386
ZNF747	-0.192580529411764	6.54782740740741	-1.07664255241042	0.290840095077679	0.502670984669139	-5.47226895532872
PCED1A	0.156024470588233	6.22331037037037	1.07657242784887	0.290870891109942	0.502691208127335	-5.47233958164021
ZNF157	-0.137412764705882	8.26130814814815	-1.07648865704381	0.290907683082838	0.502691208127335	-5.47242394631404
MC5R	-0.115264352941178	3.96617185185185	-1.07640732573454	0.290943406791121	0.502691208127335	-5.47250584844652
LOC101929950	-0.0952815882352933	2.44754111111111	-1.07640485352916	0.290944492723545	0.502691208127335	-5.47250833791433
OR10A4	-0.0978302941176468	5.41140185185185	-1.0764043630304	0.290944708178681	0.502691208127335	-5.47250883183742
FAM41AY1 /// FAM41AY2	-0.0786372941176472	4.59683037037037	-1.07627661468638	0.291000826417205	0.502711550578099	-5.47263746501758
TEX41	-0.143339000000001	5.47397148148148	-1.07625862396318	0.291008730131798	0.502711550578099	-5.47265557922864
MUM1L1	-0.106732764705884	2.72140111111111	-1.07625065450939	0.291012231334209	0.502711550578099	-5.47266360329594
MAGEA2 /// MAGEA2B	-0.390806294117647	4.12623222222222	-1.07610361109283	0.291076836950872	0.502791047391291	-5.47281164461608
INHA	-0.165154235294115	6.81882	-1.07601945632459	0.291113816120252	0.502812396369461	-5.47289636216262
OGG1	-0.162779705882354	7.18438592592593	-1.0759908884913	0.291126370114405	0.502812396369461	-5.47292511966157
SPATA31D1 /// SPATA31D3 /// SPATA31D4 /// SPATA31D5P	-0.111688411764706	3.60344333333333	-1.07593699969188	0.291150052327729	0.50282119609102	-5.47297936433247
TAF12	0.265765058823528	7.27506444444444	1.07566461881019	0.291269774948402	0.502995847552134	-5.47325350589591
LOC105377464	-0.091132705882353	2.76432185185185	-1.07557074268028	0.291311045460883	0.503035005860322	-5.47334797411564
LOC105376226	-0.0930001764705874	2.97369666666667	-1.07526380127491	0.291446014223874	0.503211706408577	-5.47365679873558
CYP21A1P /// CYP21A2	-0.110067999999999	5.75081407407407	-1.0752534259353	0.291450577258967	0.503211706408577	-5.47366723632174
LOC400706	-0.150397470588235	5.7052837037037	-1.07514664084573	0.291497543879555	0.503260677581831	-5.47377465670497
DIO2-AS1	-0.109693294117648	2.83245814814815	-1.07504227054143	0.291543453603275	0.503307817924428	-5.47387963849422
VSX2	-0.120677176470589	2.10255592592593	-1.07492124425826	0.291596696265281	0.50336761070566	-5.47400136215823
APOBEC3A /// APOBEC3A_B	-0.243238823529413	2.04643037037037	-1.07474158936155	0.291675743909661	0.503471938759836	-5.47418202912094
ALG1L2	-0.0968850000000003	5.76466666666667	-1.07455826495757	0.291756421778075	0.503552561450063	-5.474366357749
KDM2A	0.197069823529413	8.55839	1.07455086332708	0.291759679438426	0.503552561450063	-5.4743737993196
ACE2	-0.572087705882356	7.61961037037037	-1.07430055699916	0.2918698612837	0.503710589310791	-5.47462542868889
VN1R4 /// VN1R6P	-0.0918357647058832	2.78471851851852	-1.07425740546976	0.291888859048386	0.503711241067679	-5.4746688028772
LOC101928858	-0.131951999999999	2.95770888888889	-1.0742044296257	0.291912183234673	0.503719358350728	-5.47472204989059
ABCG8	-0.114001764705883	3.64547888888889	-1.07413954188523	0.291940753785616	0.503736527070321	-5.47478726649667
LOC100506217 /// LOC101929599 /// LOC101929812 /// LOC102724994 /// LOC102724995 /// LOC105369229 /// LOC166994 /// LOC646652	0.130920647058824	2.77316148148148	1.07400610769145	0.291999512070809	0.503781017300501	-5.47492136562376
SOX2	-0.121224647058824	6.12362962962963	-1.07399640844174	0.292003783501104	0.503781017300501	-5.47493111261208
ZNF814	0.177924117647057	11.0817037037037	1.0738893957868	0.292050913496447	0.50382731206338	-5.4750386466184
CBR3-AS1	0.152150823529412	3.53364333333333	1.07385090695297	0.29206786587971	0.50382731206338	-5.47507732056455
UTP20	-0.0965205294117659	6.76790518518519	-1.07380175686891	0.292089515017424	0.503832529506558	-5.47512670519012
LOC93622	0.281279294117648	6.55302222222222	1.07367297445809	0.292146245197145	0.503898254595331	-5.47525609232236
PAN3-AS1	0.170576764705883	2.39601481481481	1.07341826673827	0.292258469949081	0.503979493770912	-5.47551195420271
LOC101928561	-0.102971235294118	4.37445074074074	-1.07340166620035	0.292265785240279	0.503979493770912	-5.47552862803238
SGCE	0.230014058823529	2.28807333333333	1.07339891392713	0.292266998085799	0.503979493770912	-5.47553139243411
CNTN3	-0.161479529411765	2.0554762962963	-1.07339694547083	0.29226786552854	0.503979493770912	-5.47553336956088
SSH1	-0.171778176470588	7.37273962962963	-1.07324374137406	0.292335383812636	0.504063790101308	-5.47568723828613
EHMT1-IT1	-0.099060647058824	5.59602851851852	-1.07320082369644	0.292354299960504	0.504064278045352	-5.47573033854078
LINC00574	-0.103298352941174	6.0970637037037	-1.07315345334906	0.292375179647691	0.504068151158584	-5.47577790857403
LOC105375136	-0.0938649411764705	3.66843814814815	-1.0730101482192	0.292438351462945	0.504115079530572	-5.47592180608179
FGF4	-0.118530294117647	3.81077518518518	-1.07300264030838	0.292441661369121	0.504115079530572	-5.47592934454255
METTL16	0.135133705882353	8.63989481481481	1.0729452129657	0.292466979424726	0.504115079530572	-5.47598700396038
LOC100507564	0.178513647058822	5.76749851851852	1.07292262162943	0.292476939717297	0.504115079530572	-5.47600968581773
GGT1	-0.0808851764705869	4.6686837037037	-1.07277023061197	0.29254413365603	0.504194092599717	-5.47616267601829
VSTM2A	-0.0976981176470595	4.40412962962963	-1.07273412044356	0.292560057353902	0.504194092599717	-5.47619892524944
P2RY13	-0.151727941176475	5.65430740740741	-1.07254598840969	0.2926430288897	0.504304957161688	-5.47638776370649
